reports_univ,school_candidate,similarity_score
University of Keele,"University of California, Davis",81
University of Keele,"University of California, Los Angeles",81
University of Keele,"University of California, San Diego",81
University of Keele,"University of California, Santa Barbara",81
University of Keele,University of Minnesota,81
University of Tartu,Complutense University of Madrid,81
University of Tartu,University of Salamanca,81
University of Keele,"University of Oregon, Education Internship",81
University of Keele,University of Alabama,81
University of Keele,University of Hyderabad,81
University of Keele,National University of Cuyo,81
University of Keele,Uzbekistan State University of World Languages,81
University of Keele,"College of Humanities & Sciences of 
Northeast Normal University
(东北师范大学人文学院)",81
University of Keele,Japan University of Economics,81
University of Keele,Kanda University of International Studies,81
University of Keele,Nagoya University of Foreign Studies,81
University of Keele,"Osaka University of Economics and Law
(大阪経済法科大学)",81
University of Keele,University of Indonesia,81
University of Keele,Tashkent University of Information Technologies,81
University of Keele,The University of Adelaide,81
University of Keele,University of Malaya,81
University of Keele,National University of Kaohsiung,81
University of Keele,The University of Carthage,81
University of Keele,Peruvian University of Applied Sciences,81
University of Tartu,University of Verona,81
University of Tartu,University of Siena,81
University of Keele,"Beijing University of Posts and Telecommunications
(北京邮电大学)",81
University of Keele,Zhengzhou University of Light Industry (郑州轻工业学院),81
University of Keele,Shandong University of Science and Technology (山东科技大学),81
University of Keele,University of Jinan (中国济南大学),81
University of Keele,Jiangsu University of Technology,81
University of Keele,Hubei University of Technology(湖北工业大学),81
University of Keele,The Education University of Hong Kong(香港教育學院),81
University of Keele,"Chinese University of Hong Kong, Chung Chi College",81
University of Keele,Trinity University of Asia,81
University of Tartu,University of Salerno,81
University of Keele,Christian University of Thailand,81
University of Keele,University of California at Riverside,81
University of Keele,University of Nebraska at Kearney,81
University of Keele,University of Leicester,81
University of Keele,University of Manchester,81
University of Tartu,Taras Shevchenko National University of Kyiv,81
University of Tartu,Vorarlberg University of Applied Sciences,81
University of Tartu,University of Seville,81
Aachen University of Applied Sciences,University of Tartu,81
Aachen University of Applied Sciences,University of Siena,81
University of Arkansas,University of Siena,81
"University of California, Berkeley",University of Otago,81
"University of California, Berkeley",University of Siena,81
"University of California, Berkeley",University of Tartu,81
University of Arkansas,University of Otago,81
The Hague University of Applied Sciences,University of Tartu,81
University of Arkansas,University of Malaya,81
University of Arkansas,University of Verona,81
University of Tartu,University of Santiago de Compostela,81
University of Arkansas,University of Tartu,81
The Hague University of Applied Sciences,University of Siena,81
The Hague University of Applied Sciences,University of Otago,81
Hof University of Applied Sciences,University of Tartu,81
Hof University of Applied Sciences,University of Siena,81
Hof University of Applied Sciences,University of Otago,81
University of Edinburgh,University of Tartu,81
University of Edinburgh,University of Siena,81
University of Edinburgh,University of Otago,81
"Osaka University of Economics and Law
(大阪経済法科大学)",University of Otago,81
"Osaka University of Economics and Law
(大阪経済法科大学)",University of Siena,81
"University of California, Davis",University of Tartu,81
"University of California, Davis",University of Siena,81
"University of California, Davis",University of Otago,81
"Osaka University of Economics and Law
(大阪経済法科大学)",University of Tartu,81
University of Mississippi,University of Otago,81
Keele University,Dicle University,81
University of Mississippi,University of Siena,81
University of Mississippi,University of Tartu,81
International Chritstian University,Antalya International University (Antalya Bilim University),81
International Chritstian University,Kanda University of International Studies,81
International Chritstian University,Xi'an International Studies University (西安外国语大学),81
The Florida State University,Emporia State University,81
University of Tartu,Athens University of Economics and Business,81
University of Tartu,HZ University of Applied Sciences,81
University of Tartu,Saxion University of Applied Sciences,81
University of Tartu,Worms University of Applied Sciences,81
Aachen University of Applied Sciences,University of Otago,81
University of Tartu,University of Cantabria,81
University of Tartu,University of Barcelona,81
University of Tartu,Lucian Blaga University of Sibiu,81
Hochschule Augsburg University of Applied Sciences,University of Tartu,81
Hochschule Augsburg University of Applied Sciences,University of Siena,81
TH Köln – University of Applied Sciences,University of Siena,81
Hochschule Augsburg University of Applied Sciences,University of Otago,81
University of Tartu,Leuphana University of Luneburg,81
Hochschule Darmstadt University Of Applied Sciences,University of Tartu,81
Hochschule Darmstadt University Of Applied Sciences,University of Siena,81
Hochschule Darmstadt University Of Applied Sciences,University of Otago,81
Leuphana University of Lüneburg,University of Tartu,81
Leuphana University of Lüneburg,University of Siena,81
Leuphana University of Lüneburg,University of Otago,81
Worms University of applied sciences,University of Otago,81
University of Tartu,Kaiserslautern University of Applied Sciences,81
Fachhochschule Münster University of Applied Sciences,University of Tartu,81
Fachhochschule Münster University of Applied Sciences,University of Siena,81
University of Tartu,Hof University of Applied Sciences,81
Fachhochschule Münster University of Applied Sciences,University of Otago,81
Regensburg University of Applied Science (OTH Regensburg),HZ University of Applied Sciences,81
Regensburg University of Applied Science (OTH Regensburg),University of Tartu,81
Regensburg University of Applied Science (OTH Regensburg),University of Siena,81
Regensburg University of Applied Science (OTH Regensburg),Oulu University of Applied Sciences,81
University of Tartu,The Hague University of Applied Sciences,81
Regensburg University of Applied Science (OTH Regensburg),University of Otago,81
Worms University of applied sciences,University of Tartu,81
Worms University of applied sciences,University of Siena,81
University of Tartu,Tio University of Applied Sciences,81
University of Keele,The University of La Sabana,81
University of Tartu,Rostov State University of Economics,81
University of Keele,University of Fortaleza,81
Regensburg University of Applied Sciences (OTH Regensburg),University of Otago,81
University of Central Lancashire,University of Siena,81
University of Central Lancashire,University of Otago,81
Brno University of Technology,University of Tartu,81
University of Tartu,Tampere University of Applied Sciences,81
Brno University of Technology,University of Otago,81
University of Ostrava,University of Tartu,81
University of Ostrava,University of Siena,81
University of Tartu,Savonia University of Applied Sciences,81
University of Tartu,Oulu University of Applied Sciences,81
University of Tartu,University of Strasbourg,81
University of Tartu,University of toulouse jean jaures,81
Regensburg University of Applied Sciences (OTH Regensburg),University of Tartu,81
Regensburg University of Applied Sciences (OTH Regensburg),University of Siena,81
University of Tartu,University of Paris 13,81
University of Tartu,University of the Littoral Opal Coast,81
University of Manchester,University of Minnesota,81
Meiji Gakuin University(明治学院大学),Kwansei Gakuin University,81
University of Tartu,University of Burgundy,81
Leuphana university of Lueneburg,University of Tartu,81
Leuphana university of Lueneburg,University of Siena,81
University of Tartu,University of Clermont-Ferrand,81
Leuphana university of Lueneburg,University of Otago,81
Regensburg University of Applied Science,Saxion University of Applied Sciences,81
University of Tartu,University of Economics in Katowice,81
Regensburg University of Applied Science,Hof University of Applied Sciences,81
University of Tartu,Brno University of Technology,81
Regensburg University of Applied Science,University of Tartu,81
Regensburg University of Applied Science,University of Siena,81
Regensburg University of Applied Science,Peruvian University of Applied Sciences,81
University of Tartu,University of Ostrava,81
University of Central Lancashire,University of Tartu,81
University of Manchester,University of Otago,81
University of Keele,Athens University of Economics and Business,81
University of Tartu,Peruvian University of Applied Sciences,81
University of Tartu,Zhengzhou University of Light Industry (郑州轻工业学院),81
TH Köln – University of Applied Sciences,University of Otago,81
University of Tartu,"Beijing University of Posts and Telecommunications
(北京邮电大学)",81
University of Tartu,"College of Humanities & Sciences of 
Northeast Normal University
(东北师范大学人文学院)",81
University of Tartu,Japan University of Economics,81
University of Tartu,Kanda University of International Studies,81
University of Tartu,Nagoya University of Foreign Studies,81
University of Tartu,"Osaka University of Economics and Law
(大阪経済法科大学)",81
University of Tartu,University of Indonesia,81
University of Tartu,Uzbekistan State University of World Languages,81
University of Tartu,Tashkent University of Information Technologies,81
University of Tartu,University of Malaya,81
University of Tartu,National University of Kaohsiung,81
University of Tartu,The University of Carthage,81
University of Tartu,The University of La Sabana,81
University of Tartu,Helsinki Metropolia University of Applied Sciences,81
University of Keele,Federal University of Viçosa,81
University of Tartu,National University of Cuyo,81
University of Tartu,University of Fortaleza,81
University of Tartu,Federal University of Viçosa,81
University of Minnesota,University of Tartu,81
University of Minnesota,University of Siena,81
University of Minnesota,University of Manchester,81
University of Tartu,University of Vale Do Itajai,81
University of Minnesota,University of Otago,81
University of Tartu,Pontifical Catholic University of Minas Gerais,81
University of Manchester,University of Tartu,81
University of Manchester,University of Siena,81
University of Tartu,University of Monterrey,81
University of Manchester,University of Monterrey,81
Regensburg University of Applied Science,University of Otago,81
Brno University of Technology,University of Siena,81
University of Keele,HZ University of Applied Sciences,81
University of Keele,Sapienza University of Rome,81
University of Keele,University of Salamanca,81
University of Tartu,Sapienza University of Rome,81
University of Keele,Complutense University of Madrid,81
University of Keele,Tampere University of Applied Sciences,81
University of Keele,Azerbaijan University of Languages,81
University of Keele,University of Tartu,81
University of Keele,Taras Shevchenko National University of Kyiv,81
University of Keele,University of Salerno,81
University of Keele,University of Verona,81
University of Keele,Savonia University of Applied Sciences,81
University of Keele,University of Siena,81
University of Keele,University of Bologna,81
University of Keele,University of Cantabria,81
University of Keele,Oulu University of Applied Sciences,81
University of Keele,University of Ostrava,81
University of Keele,Brno University of Technology,81
University of Keele,University of Economics in Katowice,81
University of Keele,University of Warsaw,81
University of Keele,University of Clermont-Ferrand,81
University of Keele,University of Burgundy,81
University of Keele,Saxion University of Applied Sciences,81
University of Keele,University of the Littoral Opal Coast,81
University of Keele,University of Paris 13,81
University of Keele,University of Strasbourg,81
University of Keele,University of Santiago de Compostela,81
University of Keele,Vorarlberg University of Applied Sciences,81
University of Keele,University of Vechta,81
University of Keele,Pontifical Catholic University of Minas Gerais,81
University of Keele,Tio University of Applied Sciences,81
University of Keele,The Hague University of Applied Sciences,81
University of Tartu,University of Bologna,81
University of Keele,Hof University of Applied Sciences,81
University of Keele,Kaiserslautern University of Applied Sciences,81
University of Keele,Worms University of Applied Sciences,81
University of Keele,Leuphana University of Luneburg,81
University of Keele,University of Barcelona,81
University of Keele,Rostov State University of Economics,81
University of Keele,University of Vale Do Itajai,81
University of Keele,University of toulouse jean jaures,81
University of Keele,University of Tyumen,81
University of Keele,University of Monterrey,81
University of Keele,Lucian Blaga University of Sibiu,81
University of Keele,Helsinki Metropolia University of Applied Sciences,81
Umea University,University of Otago,80
Umea University,University of Pennsylvania,80
Umea University,Vanderbilt University,80
Umea University,"University of Oregon, Education Internship",80
Umea University,University of Leipzig,80
Umea University,San Francisco State University,80
Umea University,University of Washington,80
Umea University,"University of Wisconsin, Madison",80
Umea University,Hong Kong Shue Yan University (香港樹仁大學),80
Umea University,"University of California, Los Angeles",80
Umea University,University of Oregon,80
Umea University,Atma Jaya Catholic University Yogyakarta,80
Umea University,Maranatha Christian University,80
Umea University,"University of Nevada, Reno",80
Umea University,University of Montana,80
Umea University,"University of Hawaii, Hilo",80
Umea University,"University of California, Berkeley",80
Umea University,"University of Colorado, Boulder",80
Umea University,University of Arkansas,80
Umea University,University of Alabama,80
Umea University,Michigan State University,80
Umea University,University College London,80
Umea University,University of Bristol,80
Umea University,"Chinese University of Hong Kong, Chung Chi College",80
Umea University,University of Queensland,80
Umea University,"University of California, San Diego",80
Umea University,Johns Hopkins University,80
Umea University,St. Mary's University,80
Umea University,"University of California, Santa Barbara",80
Umea University,San Jose State University,80
Umea University,University of Calgary,80
Umea University,Christ University,80
Umea University,University of Minnesota,80
Umea University,University of New South Wales,80
Umea University,Atma Jaya Catholic University Indonesia,80
Umea University,Hong Kong Baptist University,80
Umea University,University of Limerick,80
Umea University,University College Dublin,80
Umea University,University of Westminster,80
Umea University,University of the Arts London,80
Umea University,University of Toronto,80
Umea University,"American University, Washington Semester Program",80
Umea University,University of Glasgow,80
Umea University,University of Edinburgh,80
Umea University,"University of California, Davis",80
Umea University,"California State University, San Marcos",80
Umea University,"Columbia University, Columbia College",80
Umea University,Philippine Christian University,80
Umea University,Soegijapranata Catholic University,80
Umea University,St. Paul University Phillippines,80
Umea University,Parahyangan Catholic University,80
Vorarlberg University of Applied Sciences,Bond University,80
Umea University,Satya Wacana Christian University,80
Umea University,Phillippine Women's University,80
Umea University,La Consolacion University,80
Umea University,Duta Wacana Christian University,80
Umea University,Krida Wacana Christian University,80
Umea University,De La Salle University - Dasmarinas,80
Umea University,Dhyana Pura University,80
Umea University,Trinity University of Asia,80
Umea University,"California State University, Long Beach",80
Umea University,Silliman University,80
Umea University,International Christian University,80
Umea University,Kwansei Gakuin University,80
Umea University,Doshisha University,80
Umea University,Filamer Christian University,80
Umea University,Hiroshima Jogakuin University,80
Umea University,De La Salle University,80
Umea University,Central Phillippine University,80
Umea University,Ateneo De Manila University,80
Umea University,Seinan Gakuin University,80
Umea University,Nanzan University,80
Umea University,St. John's University,80
Umea University,Sanata Dharma University,80
Umea University,Soochow University(東吳大學),80
Umea University,Assumption University,80
Umea University,Arizona State University,80
Carlo Cattaneo University,Bond University,80
Umea University,Auckland University of Technology,80
Umea University,Thai Nguyen University,80
Umea University,University of Hyderabad,80
Umea University,The University of Adelaide,80
University of Paris 13,Bond University,80
Umea University,Bond University,80
Umea University,Heriot-Watt University,80
Umea University,University of Manchester,80
Umea University,University of Leicester,80
Umea University,Vancouver Island University,80
Umea University,"Boston University, MET",80
Umea University,University of Nebraska at Kearney,80
Umea University,"California State University, Monterey Bay",80
Umea University,University of California at Riverside,80
Umea University,Otterbein University,80
Umea University,Oklahoma State University,80
Umea University,Emporia State University,80
Umea University,Black Hills State University,80
Umea University,Northwest University,80
Umea University,Angelo State University,80
Umea University,Christian University of Thailand,80
School of humanities of Beijing university of posts and Telecommunications,Bond University,80
Florida State University,San Francisco State University,80
The Florida State University,Bond University,80
National Central University(國立中央大學),Bond University,80
University of Clermont-Ferrand,Bond University,80
"Beijing University of Posts and Telecommunications, 중국 Donghua University",Bond University,80
York St John university,Bond University,80
university of Ostrava,Bond University,80
Saxion University of Applied Sciences,Bond University,80
Budapest Metropolitan University,Bond University,80
university of Ostrava,University of Strasbourg,80
university of Jaen,Bond University,80
Whitworth University,Bond University,80
Liepaja University,Bond University,80
Hof University of Applied Sciences,Bond University,80
University of Vigo,Univeristy of Victoria,80
International Christian University,Bond University,80
Dresden University of Applied Sciences,Bond University,80
Soochow University(東吳大學),Bond University,80
The Hague University of Applied Sciences,Bond University,80
University of Tartu,Bond University,80
European University of Applied Sciences,Bond University,80
Heinrich Heine University Dusseldorf,Bond University,80
Vytautas Magnus University,Bond University,80
Florida State University,Rostov State University of Economics,80
Momoyama Gakuin University(桃山学院大学),Bond University,80
algebra university,Ankara University,80
algebra university,Bond University,80
University Of Worcester,Bond University,80
Donghua University (东华大学),Bond University,80
Helsinki Metropolia University of Applied Sciences,Bond University,80
Helsinki Metropolia University of Applied Sciences,Kaiserslautern University of Applied Sciences,80
University of Warsaw,University of Verona,80
University of Warsaw,University of Malaya,80
Southern Cross University,Bond University,80
University of Warsaw,Bond University,80
University of Auvergne,Bond University,80
University of Economics in Katowice,Bond University,80
Tomas Bata University,Bond University,80
Shenzhen University(深圳大学),Bond University,80
TBS Toulouse,Toulouse Business School,80
Dalian Nationalities University,Bond University,80
Sapporo Gakuin University(札幌学院大学),Bond University,80
University of Leicester,Bond University,80
J. F. Oberlin University(桜美林大学),Bond University,80
University of Leicester,University of Limerick,80
"Espiritu Santo University, Guayaquil",Bond University,80
TBS Toulouse,University of toulouse jean jaures,80
Umea University,The Education University of Hong Kong(香港教育學院),80
SOAS University of London,Bond University,80
University Paris-Est Créteil (UPEC),Bond University,80
Florida State University,(Banzarov) Buryat State University,80
Florida State University,Moscow State Linguistic University,80
Florida State University,São Paulo State University,80
"College of Humanities & Sciences of 
Northeast Normal University
(东北师范大学人文学院)",Bond University,80
"College of Humanities & Sciences of 
Northeast Normal University
(东北师范大学人文学院)","Columbia University, Columbia College",80
"Shandong University, Weihai(山东大学, 威海)",Bond University,80
Metropolitan University Prague,Bond University,80
Kozminski University,Bond University,80
"Osaka University of Economics and Law
(大阪経済法科大学)",Bond University,80
University of Paris-Est Créteil Val de Marne,Bond University,80
University Center for Technology and Digital Art,Bond University,80
Augsburg University of Applied Sciences,Bond University,80
Baden-Württemberg Cooperative State University Heidenheim,Emporia State University,80
Baden-Württemberg Cooperative State University Heidenheim,Bond University,80
Baden-Württemberg Cooperative State University Heidenheim,Arizona State University,80
University of Braunschweig of Technology,Bond University,80
University of Mississippi,Bond University,80
Oklahoma State University,Emporia State University,80
Oklahoma State University,Bond University,80
The University of Mississippi,Bond University,80
The Florida State University,Arizona State University,80
University of Barcelona,Bond University,80
University of Barcelona,University of Arkansas,80
University of Jaén,Bond University,80
University of Vigo,Bond University,80
university of Jaen,Jean Monnet University,80
Brno University Of Technology,Bond University,80
Florida State University,Samarkand State University,80
Viadrina European University,Bond University,80
"California State University, Bakersfield",Arizona State University,80
Florida State University,Uzbekistan State University of World Languages,80
Florida State University,Black Hills State University,80
Florida State University,"California State University, Monterey Bay",80
Florida State University,"California State University, San Marcos",80
Florida State University,Bond University,80
Florida State University,"California State University, Long Beach",80
Florida State University,Michigan State University,80
Florida State University,San Jose State University,80
Kennesaw State University,Emporia State University,80
Kennesaw State University,Bond University,80
Kennesaw State University,Arizona State University,80
Kennesaw State University,San Jose State University,80
Northwest University,Bond University,80
Kaiserslautern University of Applied Sciences,Helsinki Metropolia University of Applied Sciences,80
"California State University, Bakersfield",Bond University,80
The University of Oklahoma,Bond University,80
Kaiserslautern University of Applied Sciences,Bond University,80
University of A Coruña,Bond University,80
"California State University, Bakersfield",Emporia State University,80
"College of Humanities & Sciences of 
Northeast Normal University
(东北师范大学人文学院)",HZ University of Applied Sciences,80
Umea University,The Hong Kong Polytechnic University(香港理工大学),80
Sophia University,Shinshu University,80
Umea University,Lingnan University(嶺南大學),80
University of Clermont Auvergne,Bond University,80
"University of Nevada, Las Vegas",Bond University,80
Hochschule Furtwanger University,Bond University,80
Nagoya Gakuin University,Bond University,80
Muenster University of Applied Sciences,Bond University,80
Fu Jen Catholic University(輔仁大學),Bond University,80
Tampere University of Applied Sciences,Bond University,80
Nagoya University of Foreign Studies,Bond University,80
Oulu University of Applied Sciences,Bond University,80
Otsuma Women's University,Bond University,80
Seinan Gakuin University,Bond University,80
Yantai University(烟台大学),Bond University,80
University Clermont Auvergne,Bond University,80
Teikyo University,Erciyes University,80
Teikyo University,Bond University,80
Jean Monnet University,Bond University,80
Dalian Minzu University(大连民族学院),Bond University,80
Saint Ignatius of Loyola University,Bond University,80
Nanjing University(南京大学),Bond University,80
Istanbul Aydin University,Bond University,80
Tianjin Normal University (天津师范大学),Shandong Normal University(山东师范大学),80
Kanda University of International Studies,Bond University,80
American University,Henan University,80
American University,Bond University,80
Abat Oliba CEU University,Bond University,80
Emporia State University,São Paulo State University,80
Emporia State University,Moscow State Linguistic University,80
Emporia State University,(Banzarov) Buryat State University,80
Emporia State University,Rostov State University of Economics,80
Black Hills State University,Arizona State University,80
Black Hills State University,Bond University,80
Black Hills State University,Emporia State University,80
Angelo State University,Bond University,80
TH Köln – University of Applied Sciences,Bond University,80
National Chung Cheng University(國立中正大學),Bond University,80
Hanze University of Applied Sciences,Bond University,80
Lingnan University(嶺南大學),Bond University,80
University of Burgundy,University of Edinburgh,80
University of Burgundy,Bond University,80
Assumption University,Bond University,80
Japan University of Economics,Bond University,80
University of Hradec Kralove,Bond University,80
Kwansei Gakuin University,Bond University,80
Aoyama Gakuin University (ACUCA),Bond University,80
Algebra University College,Bond University,80
Tianjin Normal University (天津师范大学),Bond University,80
Umea University,Chiang Mai University,80
University of Malaga,University of Warsaw,80
FH Aachen University of Applied Sciences,Bond University,80
Darmstadt University of Applied Sciences,Bond University,80
Alice Salomon University of Applied Sciences,Bond University,80
Tio University of Applied Sciences,Bond University,80
Saxion University of applied science,Bond University,80
Hanze University of Applied Sciences Groningen,Bond University,80
Hanze University of Applied Sciences Groningen,Kaiserslautern University of Applied Sciences,80
Jinan University(暨南大学),Bond University,80
University of Malaga,Bond University,80
Hochschule Kaiserslautern (University of Applied Sciences),Bond University,80
Yantai University(烟台大学),Yangtze University(长江大学),80
Hof Applied Science University,Bond University,80
University of Málaga,Bond University,80
Münster University of Applied Science,Bond University,80
Regensburg OTH University,Bond University,80
TH Köln University of Applied Sciences,Bond University,80
California Baptist University,Bond University,80
"California State University, Monterey Bay",Emporia State University,80
"California State University, Monterey Bay",Bond University,80
"California State University, Monterey Bay",Arizona State University,80
Leuphana University of Luneburg,Bond University,80
HZ University of Applied Sciences,Bond University,80
HZ University of Applied Sciences,"College of Humanities & Sciences of 
Northeast Normal University
(东北师范大学人文学院)",80
Regensburg University of Applied Sciences,Bond University,80
Palacky University Olomouc,Bond University,80
"Beijing University of Posts and Telecommunications
(北京邮电大学)",Bond University,80
Shinshu University,Bond University,80
Shinshu University,Christ University,80
Meiji Gakuin University,Bond University,80
University of Strasbourg,University of Ostrava,80
University of Strasbourg,Bond University,80
Tor Vergata University of Rome,Bond University,80
Tor Vergata University of Rome,Sapienza University of Rome,80
University of Alicante,Bond University,80
Károli Gáspár University of the Reformed Church in Hungary,Bond University,80
University of Alicante,University of Salamanca,80
University of Alicante,University of Cantabria,80
Polytechnic University of Catalonia,Bond University,80
University of California at Riverside,"University of California, Los Angeles",80
University of California at Riverside,Bond University,80
Temple University,Bond University,80
Otterbein University,Bond University,80
"Boston University, MET",Bond University,80
Emporia State University,Samarkand State University,80
Emporia State University,Uzbekistan State University of World Languages,80
Emporia State University,Black Hills State University,80
Moscow State Linguistic University,Emporia State University,80
San Francisco State University,Bond University,80
San Francisco State University,"California State University, San Marcos",80
San Francisco State University,Emporia State University,80
"Colorado State University, Pueblo",Arizona State University,80
"Colorado State University, Pueblo",Bond University,80
"Colorado State University, Pueblo",Emporia State University,80
Moscow State Linguistic University,Arizona State University,80
Furtwangen University of Applied Sciences,Bond University,80
Moscow State Linguistic University,Bond University,80
Worms University of applied sciences,Bond University,80
Emporia State University,Oklahoma State University,80
Regensburg University of Applied Science (OTH Regensburg),Bond University,80
University of Vechta,Bond University,80
Fachhochschule Münster University of Applied Sciences,Bond University,80
Fachhochschule Münster University of Applied Sciences,Kaiserslautern University of Applied Sciences,80
Leuphana University of Lüneburg,Bond University,80
Hochschule Darmstadt University Of Applied Sciences,Bond University,80
Hochschule Darmstadt University Of Applied Sciences,Kaiserslautern University of Applied Sciences,80
Hochschule Augsburg University of Applied Sciences,Bond University,80
Worms University of Applied Sciences,Bond University,80
San Francisco State University,Arizona State University,80
University of Arkansas,University of Barcelona,80
University of Arkansas,University of Salamanca,80
University of Arkansas,Bond University,80
International Chritstian University,Bond University,80
International Chritstian University,Maranatha Christian University,80
iadrina European University,Bond University,80
Hochschule Furtwangen University,Bond University,80
Aoyama Gakuin University,Bond University,80
Keele University,Bond University,80
Colorado State University - Pueblo,Arizona State University,80
Colorado State University - Pueblo,Bond University,80
Colorado State University - Pueblo,Emporia State University,80
"University of California, Davis",Bond University,80
Concordia University,Bond University,80
Tomas Bata university,Bond University,80
J. F. Oberin University,Bond University,80
University of Edinburgh,Bond University,80
University of Edinburgh,University of Burgundy,80
Aachen University of Applied Science,Bond University,80
Rey Juan Carlos University,Bond University,80
Alexandru Ioan Cuza University,Bond University,80
"University of California, Berkeley",Bond University,80
Hochschule Augsburg University of Applied Sciences,Kaiserslautern University of Applied Sciences,80
Heinrich Heine University Düsseldorf,Bond University,80
Aachen University of Applied Sciences,Bond University,80
Meiji Gakuin University(明治学院大学),Bond University,80
Regensburg University of Applied Sciences (OTH Regensburg),Bond University,80
Regensburg University of Applied Sciences (OTH Regensburg),Helsinki Metropolia University of Applied Sciences,80
Regensburg University of Applied Sciences (OTH Regensburg),Kaiserslautern University of Applied Sciences,80
University Paris-Est Créteil,Bond University,80
University of Ostrava,Bond University,80
University of Ostrava,University of Strasbourg,80
University of Siena,Henan University,80
Brno University of Technology,Bond University,80
University of Central Lancashire,Bond University,80
University of Manchester,Bond University,80
University of Siena,Bond University,80
Heriot-Watt University,Bond University,80
University of Minnesota,Bond University,80
Emporia State University,San Francisco State University,80
Emporia State University,San Jose State University,80
Emporia State University,"California State University, Long Beach",80
Emporia State University,Bond University,80
Emporia State University,"California State University, San Marcos",80
Emporia State University,"California State University, Monterey Bay",80
Ruhr University Bochum,Bond University,80
Augsburg Applied Science University (Hochschule Augsburg),Bond University,80
Helsinki Metropolia University Applied Science,Bond University,80
Leuphana university of Lueneburg,Bond University,80
Xi'an International Studies University (西安外国语大学),Bond University,80
University of Malaya,University of Warsaw,80
University of Malaya,Bond University,80
"University of California, Santa Barbara",Bond University,80
"University of California, Santa Barbara","University of California, Los Angeles",80
University of Worcester,Bond University,80
University of Keele,Bond University,80
York St John University,Bond University,80
FHWien der wkw university of applied sciences,Kaiserslautern University of Applied Sciences,80
FHWien der wkw university of applied sciences,Helsinki Metropolia University of Applied Sciences,80
FHWien der wkw university of applied sciences,Bond University,80
24-1 University of Rome Tor Vergata,Sapienza University of Rome,80
24-1 University of Rome Tor Vergata,Bond University,80
University of Rome Tor Vergata,Sapienza University of Rome,80
University of Rome Tor Vergata,Bond University,80
University of Siena,Sinop University,80
Regensburg University of Applied Science,Bond University,80
Regensburg University of Applied Science,Kaiserslautern University of Applied Sciences,80
Regensburg University of Applied Science,The Hague University of Applied Sciences,80
San Francisco state university,Emporia State University,80
San Francisco state university,"California State University, San Marcos",80
San Francisco state university,Bond University,80
Umea University,Aletheia University(真理大學),80
Umea University,The University of La Sabana,80
Umea University,St. Ignacio de Loyola University,80
Umea University,Peruvian University of Applied Sciences,80
Umea University,The University of Carthage,80
Umea University,National Central University(國立中央大學),80
Umea University,National Chung Cheng University(國立中正大學),80
Umea University,Tunghai University(東海大學),80
Umea University,Providence University(靜宜大學),80
Umea University,Fu Jen Catholic University(輔仁大學),80
Umea University,Chang Jung Christian University(長榮大學),80
Umea University,University of Paris 13,80
Umea University,National University of Kaohsiung,80
Umea University,Chung Hua University (中華大學),80
Umea University,Chung Yuan Christian University,80
Umea University,University of Malaya,80
Umea University,Taylor's University,80
Umea University,Ton Duc Thang University,80
Umea University,British University Vietnam,80
Umea University,Mongolia International University,80
Umea University,Tashkent University of Information Technologies,80
Umea University,University Finis Terrae,80
Umea University,Andrés Bello National University,80
Umea University,"Espiritu Santo University, Guayaquil",80
Umea University,National University of Cuyo,80
Umea University,University of Strasbourg,80
Umea University,Oulu University of Applied Sciences,80
Umea University,Savonia University of Applied Sciences,80
Umea University,Tampere University of Applied Sciences,80
Umea University,Helsinki Metropolia University of Applied Sciences,80
Umea University,Budapest Metropolitan University,80
Umea University,Eötvös Loránd University,80
Umea University,Rafael Landivar University,80
Umea University,Ibero-Americana University,80
Umea University,Regiomontana University,80
Umea University,University of Monterrey,80
Umea University,Pontifical Catholic University of Minas Gerais,80
Umea University,São Paulo State University,80
Umea University,University of Vale Do Itajai,80
Umea University,Federal University of Viçosa,80
Umea University,University Center - Senac,80
Umea University,University of Fortaleza,80
Umea University,Positivo University,80
Umea University,Mackenzie Presbyterian University,80
Umea University,Samarkand State University,80
Umea University,Uzbekistan State University of World Languages,80
Umea University,Petra Christian University,80
Umea University,Northwestern Polytechnical University(西北工业大学),80
Umea University,Shenzhen University(深圳大学),80
Umea University,Yangtze University(长江大学),80
Umea University,Jinan University(暨南大学),80
Umea University,Yantai University(烟台大学),80
Umea University,Zhengzhou University of Light Industry (郑州轻工业学院),80
Umea University,Xi'an International Studies University (西安外国语大学),80
Umea University,Qingdao Agricultural University (青岛农业大学),80
University of Verona,University of Tyumen,80
Umea University,Tianjin Normal University (天津师范大学),80
Umea University,Shandong University of Science and Technology (山东科技大学),80
Umea University,Hainan Normal University ( 海南师范大学),80
Umea University,Hunan Normal University ( 湖南师范大学),80
Umea University,University of Jinan (中国济南大学),80
Umea University,Jiangsu University of Technology,80
Umea University,North China Electric Power University(华北电力大学),80
Umea University,Hubei University of Technology(湖北工业大学),80
Umea University,Daffodil Internaitonal University,80
Umea University,Kazakh-British Technical University,80
Umea University,Payap University,80
Umea University,Shenyang Aerospace University(沈阳航空航天大学),80
Umea University,China Three Gorges University(三峡大学),80
Umea University,Pelita Harapan University,80
Umea University,Shandong Normal University(山东师范大学),80
Umea University,Binus University,80
Umea University,University of Indonesia,80
Umea University,"Atma Jaya University, Yogyakarta",80
